"Id","Yard number","Yard name","Sale Date M/D/CY","Day of Week","Sale time (HHMM)","Time Zone","Item#","Lot number","Vehicle Type","Year","Make","Model Group","Model Detail","Body Style","Color","Damage Description","Secondary Damage","Sale Title State","Sale Title Type","Has Keys-Yes or No","Lot Cond. Code","VIN","Odometer","Odometer Brand","Est. Retail Value","Repair cost","Engine","Drive","Transmission","Fuel Type","Cylinders","Runs/Drives","Sale Status","High Bid =non-vix,Sealed=Vix","Special Note","Location city","Location state","Location ZIP","Location country","Currency Code","Image Thumbnail","Create Date/Time","Grid/Row","Make-an-Offer Eligible","Buy-It-Now Price","Image URL","Trim","Last Updated Time"
53,1,"CA - VALLEJO",0,"",1200,"PST",0,26693310,"V",2018,"TOYOTA","CAMRY","CAMRY LE","","GRAY","REAR END","","CA","SC","YES","E","4T1B31HK4JU500874",46040.0,"A",22264.96,0.0,"2.5L  4","Front-wheel Drive","AUTOMATIC","HYBRID ENGINE","4","DEFAULT","Pure Sale","0.0","VEH LOCATED @ FAIRFLD SUBLOT","VALLEJO","CA","94590","USA","USD","cs.copart.com/v1/AUTH_svc.pdoc00001/PIX238/e3630eed-4c4b-40bf-ac58-e6fcf16b9763.JPG","2020-02-18-07.08.43.000403","EE080","N",0.0,"http://inventory.copart.io/v1/lotImages/26693310?country=us&brand=cprt&yardNumber=1","LE","2020-02-17T21:11:49Z"
54,1,"CA - VALLEJO",20200221,"FRIDAY",1200,"PST",0,26711580,"V",1998,"HONDA","CIVIC LX","CIVIC LX","SEDAN 4D","SILVER","FRONT END","","CA","SC","YES","D","2HGEJ6677WH630176",21107.0,"A",3018.0,0.0,"1.6L  4","Front-wheel Drive","AUTOMATIC","GAS","4","Run & Drive Verified","Pure Sale","0.0","VEH LOCATED @ FAIRFLD SUBLOT","VALLEJO","CA","94590","USA","USD","cs.copart.com/v1/AUTH_svc.pdoc00001/PIX243/88e74847-1969-4c23-88eb-5bce385deeba.JPG","2020-02-18-07.08.43.000404","FF080","N",0.0,"http://inventory.copart.io/v1/lotImages/26711580?country=us&brand=cprt&yardNumber=1","LX","2020-02-17T18:40:52Z"
55,1,"CA - VALLEJO",20200221,"FRIDAY",1200,"PST",0,26722930,"V",2006,"FORD","F150 SUPER","F150 SUPER","CREW PIC","BLUE","FRONT END","SIDE","CA","SC","YES","S","1FTPW14576KC21049",126457.0,"A",11898.0,15055.7,"5.4L  8","4x4 w/Rear Wheel Drv","AUTOMATIC","GAS","8","Vehicle Starts","Pure Sale","0.0","","VALLEJO","CA","94590","USA","USD","cs.copart.com/v1/AUTH_svc.pdoc00001/PIX243/74d5054a-fbe6-4778-b896-304c0be0da31.JPG","2020-02-18-07.08.43.000404","II050","N",0.0,"http://inventory.copart.io/v1/lotImages/26722930?country=us&brand=cprt&yardNumber=1","SUPERCREW","2020-02-14T21:05:44Z"
56,1,"CA - VALLEJO",20200221,"FRIDAY",1200,"PST",0,26729650,"V",2013,"HONDA","CIVIC EX","CIVIC EX","SEDAN 4D","CHARCOAL","FRONT END","","CA","SC","YES","D","19XFB2F84DE200311",157454.0,"A",7843.0,0.0,"1.8L  4","Front-wheel Drive","AUTOMATIC","GAS","4","Run & Drive Verified","Pure Sale","0.0","VALLEJO SUBLOT              ","VALLEJO","CA","94590","USA","USD","cs.copart.com/v1/AUTH_svc.pdoc00001/PIX238/cadc39bf-24c8-4d8a-8dbf-07aa96c6cd0d.JPG","2020-02-18-07.08.43.000404"," C060","N",0.0,"http://inventory.copart.io/v1/lotImages/26729650?country=us&brand=cprt&yardNumber=1","EX","2020-02-17T18:40:06Z"
57,1,"CA - VALLEJO",20200221,"FRIDAY",1200,"PST",0,26729690,"V",1999,"MAZDA","PROTEGE","PROTEGE DX","SEDAN 4D","BEIGE","REAR END","FRONT END","CA","SC","YES","D","JM1BJ2225X0100119",224515.0,"A",1485.96,2265.81,"1.6L  4","Front-wheel Drive","AUTOMATIC","GAS","4","Run & Drive Verified","Pure Sale","0.0","","VALLEJO","CA","94590","USA","USD","cs.copart.com/v1/AUTH_svc.pdoc00001/PIX243/192bfb68-16b7-4045-a20a-d4454ac36c7c.JPG","2020-02-18-07.08.43.000405","SH003","N",0.0,"http://inventory.copart.io/v1/lotImages/26729690?country=us&brand=cprt&yardNumber=1","DX","2020-02-14T17:50:43Z"
58,1,"CA - VALLEJO",20200221,"FRIDAY",1200,"PST",0,26749560,"V",2014,"NISSAN","SENTRA","SENTRA S","SEDAN 4D","GRAY","FRONT END","","CA","SC","YES","E","3N1AB7AP8EL678169",79080.0,"A",8458.0,8415.97,"1.8L  4","Front-wheel Drive","AUTOMATIC","GAS","4","DEFAULT","Pure Sale","0.0","VALLEJO SUBLOT              ","VALLEJO","CA","94590","USA","USD","cs.copart.com/v1/AUTH_svc.pdoc00001/PIX239/f6508d81-9d46-40a7-964e-ba70a66eaa69.JPG","2020-02-18-07.08.43.000405","SE003","N",0.0,"http://inventory.copart.io/v1/lotImages/26749560?country=us&brand=cprt&yardNumber=1","S","2020-02-17T19:05:59Z"
59,1,"CA - VALLEJO",20200221,"FRIDAY",1200,"PST",0,26834320,"V",2011,"JEEP","LIBERTY SP","LIBERTY SP","4DR SPOR","SILVER","SIDE","","CA","CQ","YES","E","1J4PN2GK8BW562371",146974.0,"A",7272.0,0.0,"3.7L  6","4x4 w/Rear Wheel Drv","AUTOMATIC","GAS","6","DEFAULT","On Minimum Bid","300.0","","VALLEJO","CA","94590","USA","USD","cs.copart.com/v1/AUTH_svc.pdoc00001/PIX244/9c2b36c1-d201-4e74-b8bf-001c24c812b8.JPG","2020-02-18-07.08.43.000405","SC003","Y",1550.0,"http://inventory.copart.io/v1/lotImages/26834320?country=us&brand=cprt&yardNumber=1","SPORT","2020-02-14T20:43:10Z"
60,1,"CA - VALLEJO",20200221,"FRIDAY",1200,"PST",0,26844540,"V",2016,"JEEP","CHEROKEE L","CHEROKEE L","4DR SPOR","WHITE","FRONT END","","CA","SC","YES","D","1C4PJLCS3GW176767",90194.0,"A",15273.0,0.0,"3.2L  6","Front-wheel Drive","AUTOMATIC","FLEXIBLE FUEL","6","Run & Drive Verified","Pure Sale","0.0","VALLEJO SUBLOT              ","VALLEJO","CA","94590","USA","USD","cs.copart.com/v1/AUTH_svc.pdoc00001/PIX239/5381b707-c712-4017-bcf5-85065fca64e8.JPG","2020-02-18-07.08.43.000405","JJ090","N",0.0,"http://inventory.copart.io/v1/lotImages/26844540?country=us&brand=cprt&yardNumber=1","LATITUDE","2020-02-14T18:51:30Z"
61,1,"CA - VALLEJO",20200221,"FRIDAY",1200,"PST",0,26858940,"V",2003,"HONDA","PILOT EXL","PILOT EXL","4DR SPOR","CHARCOAL","MECHANICAL","","CA","SC","YES","","2HKYF18633H549425",287562.0,"A",3487.0,0.0,"3.5L  6","All wheel drive","AUTOMATIC","GAS","6","","Pure Sale","0.0","","VALLEJO","CA","94590","USA","USD","cs.copart.com/v1/AUTH_svc.pdoc00001/PIX244/bd82a3bf-f239-46f3-bceb-69174dd580ba.JPG","2020-02-18-07.08.43.000406","SE005","N",0.0,"http://inventory.copart.io/v1/lotImages/26858940?country=us&brand=cprt&yardNumber=1","EXL","2020-02-17T20:06:05Z"
62,1,"CA - VALLEJO",20200221,"FRIDAY",1200,"PST",0,26861440,"V",2002,"HONDA","CIVIC EX","CIVIC EX","COUPE","TAN","MINOR DENT/SCRATCHES","","CA","DQ","YES","E","1HGEM22042L015025",231097.0,"E",0.0,0.0,"1.7L  4","Front-wheel Drive","AUTOMATIC","GAS","4","DEFAULT","On Minimum Bid","0.0","","VALLEJO","CA","94590","USA","USD","cs.copart.com/v1/AUTH_svc.pdoc00001/PIX241/1e57a75f-18eb-4452-9bde-f19f29ffe9a8.JPG","2020-02-18-07.08.43.000417","SB003","Y",425.0,"http://inventory.copart.io/v1/lotImages/26861440?country=us&brand=cprt&yardNumber=1","EX","2020-02-14T21:17:32Z"
63,1,"CA - VALLEJO",0,"",1200,"PST",0,26862560,"V",2004,"PONTIAC","GTO","GTO","COUPE","SILVER","VANDALISM","","CA","SC","YES","D","6G2VX12G74L222502",108698.0,"A",12380.0,0.0,"5.7L  8","Rear-wheel drive","MANUAL","GAS","8","Run & Drive Verified","Pure Sale","0.0","VALLEJO SUBLOT              ","VALLEJO","CA","94590","USA","USD","cs.copart.com/v1/AUTH_svc.pdoc00001/PIX239/b3ba11c8-37c9-4f05-adb2-484da1b4b4dd.JPG","2020-02-18-07.08.43.000418","JJ090","N",0.0,"http://inventory.copart.io/v1/lotImages/26862560?country=us&brand=cprt&yardNumber=1","","2020-02-17T22:12:08Z"
64,1,"CA - VALLEJO",20200221,"FRIDAY",1200,"PST",0,26882450,"V",1994,"DODGE","RAM 1500","RAM 1500","PICKUP","BURGUNDY","MINOR DENT/SCRATCHES","","CA","CQ","YES","E","1B7HF16ZXRS697451",210814.0,"E",0.0,0.0,"5.9L  8","4x4 w/Rear Wheel Drv","AUTOMATIC","GAS","8","DEFAULT","On Minimum Bid","0.0","","VALLEJO","CA","94590","USA","USD","cs.copart.com/v1/AUTH_svc.pdoc00001/PIX247/788a096f-403f-474e-8b33-cc811b27095c.JPG","2020-02-18-07.08.43.000418","SH008","N",0.0,"http://inventory.copart.io/v1/lotImages/26882450?country=us&brand=cprt&yardNumber=1","","2020-02-17T15:16:56Z"
65,1,"CA - VALLEJO",20200221,"FRIDAY",1200,"PST",0,26883600,"V",2013,"ACURA","ILX","ILX 20 TEC","SEDAN 4D","WHITE","SIDE","","CA","SC","YES","D","19VDE1F73DE011190",104443.0,"A",10436.0,0.0,"2.0L  4","Front-wheel Drive","AUTOMATIC","GAS","4","Run & Drive Verified","Pure Sale","0.0","","VALLEJO","CA","94590","USA","USD","cs.copart.com/v1/AUTH_svc.pdoc00001/PIX243/3dd29ff5-f741-4d3e-85f9-cd00bd3820da.JPG","2020-02-18-07.08.43.000419"," C050","N",0.0,"http://inventory.copart.io/v1/lotImages/26883600?country=us&brand=cprt&yardNumber=1","20 TECH","2020-02-17T19:04:05Z"
66,1,"CA - VALLEJO",0,"",1200,"PST",0,26888690,"V",2017,"HYUNDAI","ELANTRA","ELANTRA SE","SEDAN 4D","RED","UNDERCARRIAGE","FRONT END","CA","SC","YES","D","KMHD84LF4HU380770",25924.0,"A",12685.0,8654.44,"2.0L  4","Front-wheel Drive","AUTOMATIC","GAS","4","Run & Drive Verified","Pure Sale","70.0","","VALLEJO","CA","94590","USA","USD","cs.copart.com/v1/AUTH_svc.pdoc00001/PIX241/addf52b0-8cde-4b1f-8550-ae5d12b5234a.JPG","2020-02-18-07.08.43.000419"," B050","N",0.0,"http://inventory.copart.io/v1/lotImages/26888690?country=us&brand=cprt&yardNumber=1","SE","2020-02-11T22:42:48Z"
67,1,"CA - VALLEJO",20200221,"FRIDAY",1200,"PST",0,26890740,"V",2003,"DODGE","CARAVAN SE","CARAVAN SE","SPORTS V","WHITE","MECHANICAL","","CA","CQ","YES","D","1D8GP25B43B145522",167682.0,"A",0.0,0.0,"2.4L  4","Front-wheel Drive","AUTOMATIC","GAS","4","Run & Drive Verified","On Minimum Bid","0.0","","VALLEJO","CA","94590","USA","USD","cs.copart.com/v1/AUTH_svc.pdoc00001/PIX245/d5815357-e233-43c7-9503-a019c40dee06.JPG","2020-02-18-07.08.43.000420","SH002","Y",350.0,"http://inventory.copart.io/v1/lotImages/26890740?country=us&brand=cprt&yardNumber=1","SE","2020-02-17T21:58:56Z"
68,1,"CA - VALLEJO",20200221,"FRIDAY",1200,"PST",0,26892010,"V",2014,"FORD","FUSION SE","FUSION SE","SEDAN 4D","BLACK","STRIPPED","","CA","SC","YES","D","3FA6P0H91ER196066",194431.0,"A",6525.0,6234.58,"2.0L  4","Front-wheel Drive","AUTOMATIC","GAS","4","Run & Drive Verified","Pure Sale","0.0","","VALLEJO","CA","94590","USA","USD","cs.copart.com/v1/AUTH_svc.pdoc00001/PIX243/a04fa408-b6d4-48b5-b0e4-a559d13bf2ea.JPG","2020-02-18-07.08.43.000420","SH007","N",0.0,"http://inventory.copart.io/v1/lotImages/26892010?country=us&brand=cprt&yardNumber=1","SE","2020-02-14T23:29:04Z"
69,1,"CA - VALLEJO",20200221,"FRIDAY",1200,"PST",0,26892240,"V",2015,"NISSAN","ROGUE SELE","ROGUE SELE","4DR SPOR","GRAY","REAR END","","CA","SC","YES","D","JN8AS5MTXFW674778",86715.0,"A",10369.0,0.0,"2.5L  4","Front-wheel Drive","AUTOMATIC","GAS","4","Run & Drive Verified","Pure Sale","0.0","VEH LOCATED @ FAIRFLD SUBLOT","VALLEJO","CA","94590","USA","USD","cs.copart.com/v1/AUTH_svc.pdoc00001/PIX243/5355ebc0-27d2-4a55-9886-67021a2f759e.JPG","2020-02-18-07.08.43.000420","DD080","N",0.0,"http://inventory.copart.io/v1/lotImages/26892240?country=us&brand=cprt&yardNumber=1","S","2020-02-17T18:55:04Z"
70,1,"CA - VALLEJO",20200221,"FRIDAY",1200,"PST",0,26911960,"V",2004,"TOYOTA","CAMRY","CAMRY LE","SEDAN 4D","GOLD","REAR END","NORMAL WEAR","CA","SC","YES","D","4T1BE32K04U316275",187124.0,"E",3151.0,5249.48,"2.4L  4","Front-wheel Drive","AUTOMATIC","GAS","4","Run & Drive Verified","Pure Sale","0.0","VALLEJO SUBLOT              ","VALLEJO","CA","94590","USA","USD","cs.copart.com/v1/AUTH_svc.pdoc00001/PIX239/20959d81-bd4f-4ab2-855c-6f5fa294733e.JPG","2020-02-18-07.08.43.000420","SE004","N",0.0,"http://inventory.copart.io/v1/lotImages/26911960?country=us&brand=cprt&yardNumber=1","LE","2020-02-17T19:38:42Z"
71,1,"CA - VALLEJO",0,"",1200,"PST",0,27022110,"V",2005,"TOYOTA","PRIUS","PRIUS","HATCHBAC","SILVER","MINOR DENT/SCRATCHES","","CA","SC","YES","S","JTDKB20U557023970",170877.0,"A",5202.0,0.0,"1.5L  4","Front-wheel Drive","AUTOMATIC","HYBRID ENGINE","4","Vehicle Starts","Pure Sale","0.0","","VALLEJO","CA","94590","USA","USD","cs.copart.com/v1/AUTH_svc.pdoc00001/PIX250/20a897b9-9b32-4c44-9447-7667807c5f83.JPG","2020-02-18-07.08.43.000421"," B030","N",0.0,"http://inventory.copart.io/v1/lotImages/27022110?country=us&brand=cprt&yardNumber=1","","2020-02-14T19:45:41Z"
72,1,"CA - VALLEJO",20200221,"FRIDAY",1200,"PST",0,27024630,"V",2015,"FORD","MUSTANG","MUSTANG","COUPE","BLACK","FRONT END","","CA","SC","YES","D","1FA6P8TH9F5396355",50650.0,"A",18084.0,0.0,"2.3L  4","Rear-wheel drive","AUTOMATIC","GAS","4","Run & Drive Verified","Pure Sale","1000.0","VEH LOCATED @ FAIRFLD SUBLOT","VALLEJO","CA","94590","USA","USD","cs.copart.com/v1/AUTH_svc.pdoc00001/PIX240/22288263-2601-4291-819f-aa5aa94348c6.JPG","2020-02-18-07.08.43.000421","EE070","N",0.0,"http://inventory.copart.io/v1/lotImages/27024630?country=us&brand=cprt&yardNumber=1","","2020-02-17T18:31:42Z"
73,1,"CA - VALLEJO",0,"",1200,"PST",0,27054030,"V",2001,"TOYOTA","CAMRY","CAMRY LE","SEDAN 4D","SILVER","FRONT END","REAR END","CA","SC","YES","D","4T1BF28K41U970545",111376.0,"A",5634.0,5879.39,"3.0L  6","Front-wheel Drive","AUTOMATIC","GAS","6","Run & Drive Verified","Pure Sale","0.0","VALLEJO SUBLOT              ","VALLEJO","CA","94590","USA","USD","cs.copart.com/v1/AUTH_svc.pdoc00001/PIX242/ff16dfcc-2d96-482b-a738-f9cb79188c5a.JPG","2020-02-18-07.08.43.000421","II070","N",0.0,"http://inventory.copart.io/v1/lotImages/27054030?country=us&brand=cprt&yardNumber=1","LE","2020-02-14T21:38:15Z"
74,1,"CA - VALLEJO",20200221,"FRIDAY",1200,"PST",0,27085000,"V",2017,"KIA","SOUL +","SOUL +","4DR SPOR","BLACK","ALL OVER","","CA","SC","YES","D","KNDJP3A5XH7499551",57040.0,"N",11476.0,0.0,"2.0L  4","Front-wheel Drive","AUTOMATIC","GAS","4","Run & Drive Verified","On Minimum Bid","0.0","VALLEJO SUBLOT              ","VALLEJO","CA","94590","USA","USD","cs.copart.com/v1/AUTH_svc.pdoc00001/PIX241/58dfe317-889a-4d4e-85fb-80ec4303f1c7.JPG","2020-02-18-07.08.43.000422"," A120","N",0.0,"http://inventory.copart.io/v1/lotImages/27085000?country=us&brand=cprt&yardNumber=1","+","2020-02-15T19:01:21Z"
75,1,"CA - VALLEJO",20200221,"FRIDAY",1200,"PST",0,27101020,"V",2002,"HONDA","CIVIC EX","CIVIC EX","COUPE","WHITE","ALL OVER","BIOHAZARD/CHEMICAL","CA","CQ","YES","E","1HGEM219X2L055786",0.0,"E",3450.0,0.0,"1.7L  4","Front-wheel Drive","MANUAL","GAS","4","DEFAULT","On Minimum Bid","0.0","","VALLEJO","CA","94590","USA","USD","cs.copart.com/v1/AUTH_svc.pdoc00001/PIX243/a88325e1-2096-49cc-8c44-1a73cc8eb8c4.JPG","2020-02-18-07.08.43.000422","JJ100","Y",850.0,"http://inventory.copart.io/v1/lotImages/27101020?country=us&brand=cprt&yardNumber=1","EX","2020-02-14T17:10:52Z"
76,1,"CA - VALLEJO",0,"",1200,"PST",0,27116180,"V",2001,"BMW","Z3","Z3 3.0","CONVERTI","GREEN","FRONT END","","CA","SC","YES","D","WBACN53491LL46412",105487.0,"A",7722.0,6892.58,"3.0L  6","Rear-wheel drive","AUTOMATIC","GAS","6","Run & Drive Verified","Pure Sale","0.0","VEH LOCATED @ FAIRFLD SUBLOT","VALLEJO","CA","94590","USA","USD","cs.copart.com/v1/AUTH_svc.pdoc00001/PIX240/4883693f-2395-4078-b6d6-5744c917ad72.JPG","2020-02-18-07.08.43.000422","DD100","N",0.0,"http://inventory.copart.io/v1/lotImages/27116180?country=us&brand=cprt&yardNumber=1","3.0","2020-02-17T22:12:08Z"
77,1,"CA - VALLEJO",20200221,"FRIDAY",1200,"PST",0,27152080,"V",2016,"TOYOTA","PRIUS","PRIUS","HATCHBAC","WHITE","REAR END","","CA","SC","YES","D","JTDKARFU3G3023916",73978.0,"A",17690.0,0.0,"1.8L  4","Front-wheel Drive","AUTOMATIC","HYBRID ENGINE","4","Run & Drive Verified","Pure Sale","0.0","VALLEJO SUBLOT              ","VALLEJO","CA","94590","USA","USD","cs.copart.com/v1/AUTH_svc.pdoc00001/PIX241/8b77f423-a4c6-46e7-a7bc-a33b95163f7b.JPG","2020-02-18-07.08.43.000423","SH004","N",0.0,"http://inventory.copart.io/v1/lotImages/27152080?country=us&brand=cprt&yardNumber=1","","2020-02-14T18:54:46Z"
78,1,"CA - VALLEJO",20200221,"FRIDAY",1200,"PST",0,27163290,"V",2005,"KIA","SORENTO EX","SORENTO EX","4DR SPOR","WHITE","FRONT END","","CA","SC","YES","D","KNDJD733455425240",79514.0,"A",3400.0,0.0,"3.5L  6","Rear-wheel drive","AUTOMATIC","GAS","6","Run & Drive Verified","Pure Sale","100.0","","VALLEJO","CA","94590","USA","USD","cs.copart.com/v1/AUTH_svc.pdoc00001/PIX247/dcbe1530-d2ee-4dfd-9012-2cadf9b00546.JPG","2020-02-18-07.08.43.000423"," A090","N",0.0,"http://inventory.copart.io/v1/lotImages/27163290?country=us&brand=cprt&yardNumber=1","EX","2020-02-12T15:10:11Z"
79,1,"CA - VALLEJO",0,"",1200,"PST",0,27186430,"V",2002,"CHEVROLET","SILVERADO","SILVERADO","4DR EXT","GRAY","SIDE","","CA","SC","YES","D","1GCHK29U22E269928",137251.0,"A",9854.0,0.0,"6.0L  8","4x4 w/Rear Wheel Drv","AUTOMATIC","GAS","8","Run & Drive Verified","Pure Sale","0.0","","VALLEJO","CA","94590","USA","USD","cs.copart.com/v1/AUTH_svc.pdoc00001/PIX242/dea97557-b840-47ea-990a-c1e4cd3cb3a3.JPG","2020-02-18-07.08.43.000423","SH009","N",0.0,"http://inventory.copart.io/v1/lotImages/27186430?country=us&brand=cprt&yardNumber=1","K2500 HEAVY DUTY","2020-02-11T22:42:48Z"
80,1,"CA - VALLEJO",20200221,"FRIDAY",1200,"PST",0,27197560,"V",2017,"VOLKSWAGEN","GOLF","GOLF ALLTR","","WHITE","REAR END","","CA","SC","YES","D","3VWH17AU8HM533620",40883.0,"A",18551.0,0.0,"1.8L  4","All wheel drive","AUTOMATIC","GAS","4","Run & Drive Verified","Pure Sale","0.0","VALLEJO SUBLOT              ","VALLEJO","CA","94590","USA","USD","cs.copart.com/v1/AUTH_svc.pdoc00001/PIX241/37544d6b-a11d-40bf-83ef-f97a4f158c75.JPG","2020-02-18-07.08.43.000423","AMER3","N",0.0,"http://inventory.copart.io/v1/lotImages/27197560?country=us&brand=cprt&yardNumber=1","S","2020-02-13T18:59:40Z"
81,1,"CA - VALLEJO",0,"",1200,"PST",0,27227290,"V",2018,"CHEVROLET","SUBURBAN K","SUBURBAN K","","WHITE","FRONT END","REAR END","CA","SC","YES","D","1GNSKHKC7JR253197",42725.0,"A",35300.0,18428.0,"5.3L  8","4x4 w/Rear Wheel Drv","AUTOMATIC","GAS","8","Run & Drive Verified","On Approval","0.0","","VALLEJO","CA","94590","USA","USD","cs.copart.com/v1/AUTH_svc.pdoc00001/PIX241/3164813b-6863-41c2-b710-298bcf95ca73.JPG","2020-02-18-07.08.43.000424"," E050","N",0.0,"http://inventory.copart.io/v1/lotImages/27227290?country=us&brand=cprt&yardNumber=1","K1500 LT","2020-02-13T21:47:58Z"
82,1,"CA - VALLEJO",0,"",1200,"PST",0,27232960,"V",2007,"JEEP","GRAND CHER","GRAND CHER","4DR SPOR","WHITE","FRONT END","","CA","SC","YES","D","1J8HR48P37C660682",152124.0,"A",6989.0,0.0,"4.7L  8","4x4 w/Rear Wheel Drv","AUTOMATIC","FLEXIBLE FUEL","8","Run & Drive Verified","Pure Sale","0.0","VALLEJO SUBLOT              ","VALLEJO","CA","94590","USA","USD","cs.copart.com/v1/AUTH_svc.pdoc00001/PIX240/988f2f10-a8b3-4e1d-b939-5d2f4dd108c5.JPG","2020-02-18-07.08.43.000424"," E080","N",0.0,"http://inventory.copart.io/v1/lotImages/27232960?country=us&brand=cprt&yardNumber=1","LAREDO","2020-02-11T22:03:34Z"
83,1,"CA - VALLEJO",0,"",1200,"PST",0,27240920,"V",2011,"DODGE","AVENGER","AVENGER EX","SEDAN 4D","SILVER","FRONT END","","CA","SC","YES","D","1B3BD4FB1BN616732",164590.0,"A",4700.0,5080.65,"2.4L  4","Front-wheel Drive","AUTOMATIC","GAS","4","Run & Drive Verified","Pure Sale","0.0","","VALLEJO","CA","94590","USA","USD","cs.copart.com/v1/AUTH_svc.pdoc00001/PIX243/06b11ea0-f4b2-4884-893a-8592db41865e.JPG","2020-02-18-07.08.43.000424"," C100","N",0.0,"http://inventory.copart.io/v1/lotImages/27240920?country=us&brand=cprt&yardNumber=1","EXPRESS","2020-02-13T21:47:58Z"
84,1,"CA - VALLEJO",0,"",1200,"PST",0,27247080,"V",2009,"TOYOTA","COROLLA BA","COROLLA BA","SEDAN 4D","SILVER","FRONT END","MINOR DENT/SCRATCHES","CA","SC","YES","E","1NXBU40E39Z108243",140686.0,"A",6198.0,7783.0,"1.8L  4","Front-wheel Drive","AUTOMATIC","GAS","4","DEFAULT","Pure Sale","0.0","VALLEJO SUBLOT              ","VALLEJO","CA","94590","USA","USD","cs.copart.com/v1/AUTH_svc.pdoc00001/PIX241/7e912cd7-ec47-45ba-87c3-fa8591bee9f2.JPG","2020-02-18-07.08.43.000424","AMER3","N",0.0,"http://inventory.copart.io/v1/lotImages/27247080?country=us&brand=cprt&yardNumber=1","BASE","2020-02-11T22:42:48Z"
85,1,"CA - VALLEJO",0,"",1200,"PST",0,27252830,"V",2014,"TESLA","MODEL S","MODEL S","HATCHBAC","GREEN","FRONT END","REAR END","CA","SC","YES","D","5YJSA1H2XEFP66456",56967.0,"A",46301.0,0.0,"","All wheel drive","AUTOMATIC","ELECTRIC","","Run & Drive Verified","Pure Sale","80.0","VALLEJO SUBLOT              ","VALLEJO","CA","94590","USA","USD","cs.copart.com/v1/AUTH_svc.pdoc00001/PIX241/e8fff35a-7290-4f77-9c57-c454fbaf7df4.JPG","2020-02-18-07.08.43.000424","AMER3","N",0.0,"http://inventory.copart.io/v1/lotImages/27252830?country=us&brand=cprt&yardNumber=1","","2020-02-05T21:08:30Z"
86,1,"CA - VALLEJO",20200221,"FRIDAY",1200,"PST",0,27255180,"V",2001,"BMW","740 IL","740 IL","SEDAN 4D","SILVER","NORMAL WEAR","MECHANICAL","CA","CQ","YES","E","WBAGH83481DP20447",165261.0,"E",3984.0,0.0,"4.4L  8","Rear-wheel drive","AUTOMATIC","GAS","8","DEFAULT","On Minimum Bid","0.0","","VALLEJO","CA","94590","USA","USD","cs.copart.com/v1/AUTH_svc.pdoc00001/PIX241/15c87241-af54-4bac-951d-e13af983b789.JPG","2020-02-18-07.08.43.000425","SC001","Y",300.0,"http://inventory.copart.io/v1/lotImages/27255180?country=us&brand=cprt&yardNumber=1","IL","2020-02-14T20:44:15Z"
87,1,"CA - VALLEJO",20200221,"FRIDAY",1200,"PST",0,27264160,"V",2017,"CHEVROLET","CRUZE","CRUZE LT","HATCHBAC","BLACK","REAR END","","CA","SC","YES","D","3G1BE6SM2HS589420",23568.0,"A",13103.0,15933.27,"1.4L  4","Front-wheel Drive","AUTOMATIC","GAS","4","Run & Drive Verified","Pure Sale","0.0","","VALLEJO","CA","94590","USA","USD","cs.copart.com/v1/AUTH_svc.pdoc00001/PIX241/f4341ad1-9d4c-4da2-aa5b-089ef518b997.JPG","2020-02-18-07.08.43.000425"," D090","N",0.0,"http://inventory.copart.io/v1/lotImages/27264160?country=us&brand=cprt&yardNumber=1","LT","2020-02-13T22:45:54Z"
88,1,"CA - VALLEJO",20200221,"FRIDAY",1200,"PST",0,27266130,"V",1996,"TOYOTA","COROLLA","COROLLA DX","SEDAN 4D","BEIGE","FRONT END","","CA","SC","EXM","E","1NXBB02E3TZ400560",0.0,"E",1596.0,0.0,"1.8L  4","Front-wheel Drive","AUTOMATIC","GAS","4","DEFAULT","Pure Sale","0.0","","VALLEJO","CA","94590","USA","USD","cs.copart.com/v1/AUTH_svc.pdoc00001/PIX242/0ea8b197-fb5b-4abe-b102-42eae8aa9d41.JPG","2020-02-18-07.08.43.000425","SH002","N",0.0,"http://inventory.copart.io/v1/lotImages/27266130?country=us&brand=cprt&yardNumber=1","DX","2020-02-14T18:00:46Z"
89,1,"CA - VALLEJO",20200221,"FRIDAY",1200,"PST",0,27268030,"V",2003,"CHEVROLET","TAHOE K150","TAHOE K150","4DR SPOR","GREEN","FRONT END","REAR END","CA","SC","YES","D","1GNEK13T53R241054",216587.0,"A",4108.0,0.0,"5.3L  8","4x4 w/Rear Wheel Drv","AUTOMATIC","GAS","8","Run & Drive Verified","Pure Sale","0.0","","VALLEJO","CA","94590","USA","USD","cs.copart.com/v1/AUTH_svc.pdoc00001/PIX242/9997db68-2aa6-42d0-bc72-694b90e9d877.JPG","2020-02-18-07.08.43.000426"," E060","N",0.0,"http://inventory.copart.io/v1/lotImages/27268030?country=us&brand=cprt&yardNumber=1","K1500","2020-02-13T18:54:18Z"
